phone_full_name,phone_review_rating,phone_rate_number,phone_sale_price,phone_list_price,phone_discount,phone_brand,phone_dim,phone_weight,phone_ASIN,phone_model_numer,phone_batteries,phone_os,phone_ram,phone_wire_com_tech,phone_conn_tech,phone_is_GPS,phone_special_features,phone_display_tech,phone_other_display_features,phone_human_int_input,phone_scanner_res,phone_other_cam_features,phone_from_factor,phone_color,phone_batt_power_rating,phone_set,phone_manufacturer,phone_date,phone_mem_storage_cap,phone_standing_screen_display_size,phone_ram_memory_installed_size,phone_cust_rev_5_perc,phone_cust_rev_4_perc,phone_cust_rev_3_perc,phone_cust_rev_2_perc,phone_cust_rev_1_perc,phone_cust_say
"SAMSUNG Galaxy S22 Protective Standing Cover, High Protection Phone Case, 2 Detachable Kickstands, 2 Viewing Angles, US Version, Lavender, (EF-RS901CVEGUS)",4.4,52 ratings,$9.82,$11.30,13%,SAMSUNG,6.52 x 3.18 x 0.49 inches,1.09 ounces,B09NB7MP78,EF-RS901CVEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Kickstand,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Bumper,Lavender,Sorry bro,Cover,Samsung,"February 9, 2022",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,3%,72%,Sorry bro,{}
"Samsung Galaxy S5, White 16GB (AT&T)",4.2,"5,005 ratings",$57.48,Sorry bro,0%,SAMSUNG,‎2.85 x 0.32 x 5.6 inches,‎5.1 ounces,‎B00IZ1XJ3Q,‎SM-G900A,‎1 Lithium Ion batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Samsung,"‎March 21, 2014",Sorry bro,Sorry bro,Sorry bro,65%,4%,13%,Sorry bro,Sorry bro,"{'Phone quality': {'pos_rev': '1', 'neg_rev': '103', 'tone': 'POSITIVE'}, 'Works great': {'pos_rev': '1', 'neg_rev': '103', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '1', 'neg_rev': '103', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '1', 'neg_rev': '103', 'tone': 'POSITIVE'}, 'Phone condition': {'pos_rev': '1', 'neg_rev': '103', 'tone': 'POSITIVE'}, 'Ease of use': {'pos_rev': '1', 'neg_rev': '103', 'tone': 'POSITIVE'}, 'Screen quality': {'pos_rev': '1', 'neg_rev': '103', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '1', 'neg_rev': '103', 'tone': 'MIXED'}}"
Motorola Defy (2021) Dual-SIM 64GB ROM + 4GB RAM (GSM Only | No CDMA) Factory Unlocked 4G/LTE Smartphone (Green) - International Version,3.5,9 ratings,$99.00,$279.99,0%,Motorola,10 x 2 x 2.7 inches,8.2 ounces,B09QQTSGTP,5060472352606,Sorry bro,Android 10.0,4 GB,Cellular,Wi-Fi,False,"Dual SIM, Water Resistant",LCD,Wireless,Microphone,720 x 1600,"Rear, Front",Smartphone,Green,5000,"SIM Tray Ejector, USB Cable",Motorola,"September 13, 2021",64 GB,6.5 Inches,4 GB,Sorry bro,Sorry bro,Sorry bro,12%,31%,{}
New Simple Mobile Prepaid - Apple iPhone SE (256GB) - Black [Locked to Carrier - Simple Mobile],Sorry bro,Sorry bro,$378.86,$3.99,0%,Apple,‎6.18 x 3.39 x 1.89 inches,‎7.4 ounces,‎B0875VDVJ4,‎MXVP2LL/A-TF,‎1 Lithium Ion batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple Computer,"‎May 1, 2020",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
Tracfone 90 Day Prepaid Wireless Phone Plans - Pay As You Go,4.4,"1,334 ratings",Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Galaxy S23 Silicone Phone Case, Protective Cover w/Color Variety, Smooth Grip, Soft and Sleek Design, US Version, EF-PS911TNEGUS, Navy",4.5,144 ratings,$36.99,$11.99,0%,SAMSUNG,5.91 x 2.94 x 0.42 inches,1.76 ounces,B0BQ3NK3CY,EF-PS911TNEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Heavy Duty Protection,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Basic Case,Navy,Sorry bro,Phone Case,SAMSUNG,"February 1, 2023",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,3%,2%,Sorry bro,"{'Fit': {'pos_rev': '7', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Phone case': {'pos_rev': '7', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Grip': {'pos_rev': '7', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Color': {'pos_rev': '7', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Scratch resistance': {'pos_rev': '7', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '7', 'neg_rev': '3', 'tone': 'MIXED'}, 'Feel': {'pos_rev': '7', 'neg_rev': '3', 'tone': 'MIXED'}}"
"SAMSUNG Galaxy S23 FE 5G S711B-DS Dual SIM 256GB 8GB RAM, GSM Factory Unlocked Mobile Cell Phone Global Model - Purple",4.4,14 ratings,$499.99,$499.99,12%,SAMSUNG,0.32 x 3.01 x 6.22 inches,12.7 ounces,B0CL6RY7WX,SM-S711ULGEXAA,Sorry bro,Android 12.0,8 GB,Cellular,"Bluetooth, Wi-Fi, USB, NFC",True,"5G, Dual SIM, High-resolution sensor, Photo Remaster, Dynamic AMOLED 2X display, Eye Comfort Shield, Vision Booster, Super-Fast Charging, Works together seamlessly across your smartphone, Tab, and Buds",Sorry bro,Wireless,"Touchscreen, Microphone, Buttons",2560 x 1440,Front,Slate or Bar,Purple,Sorry bro,Adapter,Samsung,"October 4, 2023",256 GB,6.4 Inches,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
Xiaomi Redmi 14C 4G LTE (for Tello Mint & Global) (256GB + 8GB) Factory Unlocked Global 6.88 50MP Triple Camera (Sage Green),4.1,11 ratings,$158.99,Sorry bro,0%,Xiaomi,Sorry bro,6.7 ounces,B0DLCXF946,14C,1 CR5 batteries required. (included),Xiaomi HyperOS based on Android 14,4 GB,Sorry bro,Wi-Fi,True,Dual Camera,Sorry bro,Wireless,Touchscreen,1640 x 720,Sorry bro,Smartphone,Sage Green,5160 Milliamp Hours,"Fast Car Charger, 18w Wall Charger, Adapter, 33w Car Charger, Phone Case",Xiaomi,"September 1, 2024",256 GB,6.88 Inches,8 GB,Sorry bro,Sorry bro,Sorry bro,12%,Sorry bro,{}
"SAMSUNG Galaxy S22+ Leather Cover, Protective Phone Case, Camera Lens Protection, Shockproof, Premium, Elegant, Slim Design, US Version, Light Gray, (EF-VS906LJEGUS)",3.9,53 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G920A,4.1,"1,943 ratings",$62.95,Sorry bro,0%,SAMSUNG,2.78 x 0.27 x 5.65 inches,4.9 ounces,B00V5LZUWQ,Galaxy S6,1 Lithium Ion batteries required. (included),Android,32 GB,Sorry bro,Wi-Fi,Sorry bro,"bluetooth-enabled, smartphone, dual-camera, built-in-gps, touchscreen, lte",Sorry bro,Wireless,Touchscreen with Stylus Support,Sorry bro,16 MP,Smartphone,Black,Sorry bro,"Pre-Installed SIM Card, Wall Charger, Galaxy S6, USB Cable, Quick Start Guide",Yes,"March 27, 2015",32 GB,5.1 Inches,Sorry bro,Sorry bro,Sorry bro,3%,Sorry bro,61%,"{'Phone quality': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'POSITIVE'}, 'Quality': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'MIXED'}, 'Scratch resistance': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'NEGATIVE'}, 'Charging capability': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'NEGATIVE'}}"
TracFone iPhone XR 4G LTE Prepaid Smartphone (Locked) - Black - 64GB - Sim Card Included - CDMA,4.1,99 ratings,$159.97,Sorry bro,0%,TracFone,3.1 x 1.9 x 5.7 inches,1.63 pounds,B08WJNJQYW,TFAPIXRC64BKV3P,1 Lithium Ion batteries required. (included),iOS 14,64 GB,Cellular,"Bluetooth, Wi-Fi, NFC",True,"Liquid Retina LCD display, Fast-acting Face ID, Breakthrough camera system with depth control, Wireless charging, Water resistance",Sorry bro,Wireless,Touchscreen,1792 x 828,"Rear, Front",Smartphone,Black,2942,"Phone, Activation Guide, USB-Type C Cable (Wall Adapter Sold Separately)",Apple,"January 14, 2021",64 GB,6.1,Sorry bro,15%,Sorry bro,Sorry bro,62%,Sorry bro,{}
"Samsung Galaxy S10e, 128GB, Prism Black - Unlocked",4.3,158 ratings,$161.69,Sorry bro,0%,SAMSUNG,6 x 4 x 2 inches,12.8 ounces,B09NLC1PR9,G970W,1 Lithium Ion batteries required.,Android 9.0,6 GB,Cellular,Wi-Fi,True,Sorry bro,AMOLED,Wireless,Buttons,3840 x 2160,"Rear, Front",Smartphone,"Fast Car Charger Bundle, Prism Black",3100 Milliampere Hour (mAh),"Car Charger, USB Cable",Samsung,"January 1, 2021",128 GB,5.8 Inches,6 GB,Sorry bro,4%,13%,2%,71%,"{'Camera quality': {'pos_rev': '7', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '7', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '7', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Phone quality': {'pos_rev': '7', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Ease of use': {'pos_rev': '7', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Size': {'pos_rev': '7', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '7', 'neg_rev': '0', 'tone': 'MIXED'}}"
"SAMSUNG Prepaid Galaxy A03s, Black, 6272D",2.0,1 rating,$99.00,Sorry bro,0%,SAMSUNG,6.5 x 3 x 0.5 inches,8 ounces,B0B3QSKJKL,SM-A037F,Sorry bro,android,Sorry bro,Cellular,Wi-Fi,True,Sorry bro,Sorry bro,Wireless,Touchscreen,1600 x 720,Front,Slate,black,Sorry bro,"charger, Product",Samsung,"June 10, 2022",32 GB,6.5 Inches,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
Apple iPhone SE 64GB White - Total Wireless Prepaid,1.9,54 ratings,$351.25,$351.25,60%,Apple,‎6.18 x 3.39 x 1.89 inches,‎8.3 ounces,‎B0875GQSL1,‎MX9P2LL/A-TF,‎1 Lithium Ion batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple Computer,"‎April 15, 2020",Sorry bro,Sorry bro,Sorry bro,5%,Sorry bro,73%,Sorry bro,Sorry bro,"{'Functionality': {'pos_rev': '0', 'neg_rev': '10', 'tone': 'NEGATIVE'}, 'Sim card': {'pos_rev': '0', 'neg_rev': '10', 'tone': 'NEGATIVE'}, 'Carrier lockout': {'pos_rev': '0', 'neg_rev': '10', 'tone': 'NEGATIVE'}, 'Activation capability': {'pos_rev': '0', 'neg_rev': '10', 'tone': 'NEGATIVE'}}"
"Samsung Electronics Galaxy Z Fold 3 Phone Case, Silicone Protective Cover, Heavy Duty, Shockproof Smartphone Protector, US Version, Green (EF-PF926TGEGUS)",4.1,"1,338 ratings",$39.99,$39.99,45%,SAMSUNG,7.75 x 3 x 1 inches,2.89 ounces,B0977KYPG4,EF-PF926TGEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Wireless Charging Compatible,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Basic Case,Green,Sorry bro,Holster,Samsung,"August 11, 2021",Sorry bro,Sorry bro,Sorry bro,5%,14%,Sorry bro,Sorry bro,61%,"{'Quality': {'pos_rev': '31', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '31', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Feel': {'pos_rev': '31', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Grip': {'pos_rev': '31', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Style': {'pos_rev': '31', 'neg_rev': '0', 'tone': 'MIXED'}, 'Phone protection': {'pos_rev': '31', 'neg_rev': '0', 'tone': 'MIXED'}, 'Durability': {'pos_rev': '31', 'neg_rev': '0', 'tone': 'NEGATIVE'}, 'Value for money': {'pos_rev': '31', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
"SAMSUNG Galaxy Z Fold 6 Silicone Phone Case, Protective Cover with Stand, Secure Grip, Slim, Soft, Comfortable Design, US Version, EF-MF956TWEGUS, White",2.6,41 ratings,$49.49,$84.99,42%,SAMSUNG,6 x 3 x 0.5 inches,1.76 ounces,B0D1W3FCC7,EF-MF956TWEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Lightweight,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Basic Case,White,Sorry bro,Sorry bro,Samsung,"July 10, 2024",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,"{'Design': {'pos_rev': '5', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Feel': {'pos_rev': '5', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Strap grip': {'pos_rev': '5', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '5', 'neg_rev': '0', 'tone': 'NEGATIVE'}, 'Adhesive strength': {'pos_rev': '5', 'neg_rev': '0', 'tone': 'NEGATIVE'}, 'Value for money': {'pos_rev': '5', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
"SAMSUNG Galaxy A25 5G (128GB + 6GB) GSM Unlocked (for T-Mobile Mint Tello & Global) SM-A256E/DSN Dual Sim 6.5"" 50MP Triple (Yellow)",4.0,1 rating,$222.00,Sorry bro,0%,SAMSUNG,Sorry bro,1.1 pounds,B0D7KQXWWH,SM-A256E/DSN,1 Lithium Ion batteries required.,android,Sorry bro,"Cellular, Wi-Fi, NFC","Wi-Fi, NFC",True,Sorry bro,Sorry bro,Wireless,Sorry bro,1920 x 1080,"Rear, Front",Smartphone,Yellow 1 Year Latin,5000,USB Cable,Samsung Electronics,"June 19, 2024",128 GB,6.65 Inches,6 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
"SAMSUNG Galaxy S23 Ultra Clear Gadget Phone Case, Protective Cover w/Grip, Kickstand, Premium Material, Detachable Mount for Accessories, US Version, EF-XS918CTEGUS, Transparent",4.2,153 ratings,$8.99,$14.98,0%,SAMSUNG,6.55 x 3.17 x 0.85 inches,2.72 ounces,B0BQ3M88PR,EF-XS918CTEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Kickstand,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Basic Case,Transparency,Sorry bro,Kickstand,SAMSUNG,"February 1, 2023",Sorry bro,Sorry bro,Sorry bro,5%,Sorry bro,63%,Sorry bro,Sorry bro,"{'Quality': {'pos_rev': '8', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '8', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Design': {'pos_rev': '8', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Holdability': {'pos_rev': '8', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Ease of removal': {'pos_rev': '8', 'neg_rev': '0', 'tone': 'NEGATIVE'}, 'Thickness': {'pos_rev': '8', 'neg_rev': '0', 'tone': 'NEGATIVE'}, 'Ease of use': {'pos_rev': '8', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
"Samsung Galaxy Cellphone - S10+ Plus AT&T Factory Unlock (White, 512GB)",4.6,9 ratings,$499.97,$499.97,62%,SAMSUNG,10 x 7 x 3 inches,1 pounds,B07P9KW8X2,S10+ Plus,1 Lithium Ion batteries required.,Android 12.0,Sorry bro,Sorry bro,Wi-Fi,True,Sorry bro,Sorry bro,Wireless,Touchscreen,1440 x 3040,Front,Slate,White,Sorry bro,"USB C Cable, Adapter",Samsung Mobile,"February 26, 2019",512 GB,6.4,Sorry bro,65%,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
"SAMSUNG Galaxy A25 5G Dual SIM (128GB, 2024) 6.5"" 120Hz AMOLED, Octa-Core, 50MP Camera, 4G Volte (GSM Unlocked for AT&T, T-Mobile, Global) International Model A256E/DSN (w/ 256GB SD Card, Blue)",4.2,13 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy S8-64GB Unlocked GSM Phone - w/ 12MP Camera - Orchid Gray,4.4,"2,940 ratings",$200.00,Sorry bro,0%,SAMSUNG,5.86 x 2.68 x 0.31 inches,5.5 ounces,B06Y15D68F,EF-NN950PVE,1 Lithium Polymer batteries required. (included),android;android 7,Sorry bro,Cellular,Wi-Fi,True,Sorry bro,Super AMOLED,Wireless,Microphone,1440 x 2960,12,Smartphone,Orchid Gray,Sorry bro,Device;USB Cable;Earphone;Ejection pin;USB power adaptor;Earphone;Quick start guide;USB Connector (USB Type-C);Micro USB Connector,No,"April 21, 2016",64 GB,5.8 Inches,4 GB,15%,Sorry bro,3%,Sorry bro,Sorry bro,"{'Phone quality': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'Design': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'Screen quality': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'User friendly': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'MIXED'}}"
SAMSUNG Galaxy S24+ Plus 5G S926B/DS 512GB 12GB RAM AI Smartphone Factory Unlocked Global Model - Amber Yellow,3.1,2 ratings,$778.00,$830.00,6%,SAMSUNG,6.7 x 3 x 0.4 inches,1 pounds,B0CV6N5BJR,SM-S926BZYKGTO,Sorry bro,Sorry bro,Sorry bro,Cellular,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Wireless,Sorry bro,Sorry bro,"Rear, Front",Sorry bro,Sorry bro,Sorry bro,Sorry bro,SAMSUNG,"February 7, 2024",512 GB,6.7 Inches,Sorry bro,Sorry bro,54%,Sorry bro,Sorry bro,Sorry bro,{}
Sony Xperia Z5 Unlocked Phone - Retail Packaging - White,3.6,127 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony Xperia PRO-I all carriers 5G smartphone with 1-inch image sensor, triple camera array and 120Hz 6.5” 21:9 4K HDR OLED Display - XQBE62/B",4.0,91 ratings,$970.00,$970.00,9%,Sony,6.61 x 2.84 x 0.35 inches,7.5 ounces,B09KCNZKX3,XQBE62/B,1 Lithium Ion batteries required. (included),Android 11.0,12 GB,Sorry bro,"Bluetooth, Wi-Fi, USB, NFC",True,"Dual SIM, 4K Video Recording, Expandable Memory, Fingerprint Sensor, Water Resistant",OLED,Wireless,Touchscreen,1644 x 3840,"Rear, Front",Bar,Black,4500,"Mobile Phone, Charger Block, USB C-C cable, Printed Leaflets",Sony,"October 28, 2021",512 GB,6.5 Inches,Sorry bro,55%,Sorry bro,Sorry bro,Sorry bro,Sorry bro,"{'Camera quality': {'pos_rev': '16', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Screen quality': {'pos_rev': '16', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Build quality': {'pos_rev': '16', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Sound quality': {'pos_rev': '16', 'neg_rev': '0', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '16', 'neg_rev': '0', 'tone': 'MIXED'}, 'Speed': {'pos_rev': '16', 'neg_rev': '0', 'tone': 'MIXED'}, 'Heat resistance': {'pos_rev': '16', 'neg_rev': '0', 'tone': 'NEGATIVE'}, 'Functionality': {'pos_rev': '16', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
"BlackBerry KEYone 32GB BBB100-1 - 4.5"" Inch Factory Unlocked LTE Smartphone (Silver) - International Version - No Warranty in The US - GSM ONLY, NO CDMA",3.2,67 ratings,$339.99,Sorry bro,0%,BlackBerry,5.87 x 2.85 x 0.37 inches,6.4 ounces,B0758HM95H,PRD-63116-021,1 Lithium Ion batteries required.,android,3 GB,Cellular,Wi-Fi,True,scratch resistant,Sorry bro,Wireless,Keyboard,338 x 254,"Rear, Front",Bar,Silver,Sorry bro,"Adapter, USB Cable",No,"August 31, 2017",32 GB,4.5 Inches,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,"{'Quality': {'pos_rev': '6', 'neg_rev': '2', 'tone': 'POSITIVE'}, 'Keyboard': {'pos_rev': '6', 'neg_rev': '2', 'tone': 'POSITIVE'}}"
Apple iPhone Xs Max Leather Folio Case - Lilac,4.3,486 ratings,$94.22,Sorry bro,0%,Apple,‎8.11 x 4.09 x 0.91 inches,‎6.3 ounces,‎B07PXGRW63,‎MVFV2ZM/A,‎1 Lithium Ion batteries required.,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎March 20, 2019",Sorry bro,Sorry bro,Sorry bro,5%,Sorry bro,73%,Sorry bro,Sorry bro,"{'Quality': {'pos_rev': '16', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Color': {'pos_rev': '16', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Leather quality': {'pos_rev': '16', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Phone case': {'pos_rev': '16', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Phone protection': {'pos_rev': '16', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '16', 'neg_rev': '5', 'tone': 'MIXED'}, 'Magnet quality': {'pos_rev': '16', 'neg_rev': '5', 'tone': 'NEGATIVE'}}"
Motorola Verizon Prepaid E5 Go (16GB) - Black,4.1,212 ratings,$99.99,Sorry bro,0%,Motorola,5.94 x 2.91 x 0.35 inches,5.3 ounces,B07SMBJX7X,Moto E5 Go,1 Lithium Ion batteries required. (included),Android 8.0,16 GB,Cellular,USB,True,Sorry bro,LCD,Wireless,Touchscreen,1280 x 720,"Rear, Front",Smartphone,Black,Sorry bro,Motorola Moto E5 Go,No,"July 14, 2019",16 GB,5.2 Inches,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,61%,"{'Functionality': {'pos_rev': '13', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '13', 'neg_rev': '3', 'tone': 'MIXED'}, 'Ease of use': {'pos_rev': '13', 'neg_rev': '3', 'tone': 'MIXED'}, 'Slackness': {'pos_rev': '13', 'neg_rev': '3', 'tone': 'NEGATIVE'}}"
"SAMSUNG Galaxy S9 (64GB, 4GB RAM) 5.8"" QHD+ Display, IP68 Water Resistance, 3000mAh Battery - GSM/CDMA Unlocked (AT&T/T-Mobile/Verizon/Tello/Mint/Google Fi) SM-G960U Single Sim (Lilac Purple)",4.3,11 ratings,$199.99,$199.99,26%,SAMSUNG,58.15 x 27.05 x 3.35 inches,5.6 ounces,B079XGK76C,8801643129040,1 Lithium Polymer batteries required. (included),Android,4 GB,Cellular,4G,True,Sorry bro,Sorry bro,Wireless,Touchscreen,2560 x 1440,"Rear, Front",Slate,Lilac Purple,Sorry bro,Adapter,No,"September 14, 2023",64 GB,5.8 Inches,4 GB,15%,Sorry bro,63%,22%,Sorry bro,{}
"Blackberry 9300 Curve 3G Unlocked Phone with 2 MP Camera, Wi-Fi, Bluetooth, QWERTY Keypad and GPS--International Version with Warranty (Black)",4.2,667 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Galaxy Z Fold 6 AI Cell Phone, 512GB, T-Mobile, Android, Circle to Search, Handsfree Live Interpreter, AI Photo Edits, Large Screen, 2024, Pink",Sorry bro,Sorry bro,"$1,519.97","$1,519.97",21%,SAMSUNG,Sorry bro,Sorry bro,B0DPBJY295,SM-F956U1,Sorry bro,Android,Sorry bro,Sorry bro,Bluetooth,Gps,Foldable Display,Sorry bro,Wireless,Touchscreen,1440 x 3040,Sorry bro,Foldable Smartphone,Pink,4400,Phone,Samsung,"November 29, 2024",512 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
SAMSUNG Galaxy S7 32GB Unlocked (Verizon Wireless) - Gold,3.7,430 ratings,$269.99,$269.99,70%,SAMSUNG,2.74 x 0.31 x 5.61 inches,5.4 ounces,B01CJ3SCJ6,G930V,1 Lithium Ion batteries required. (included),Android,32 GB,Sorry bro,Wi-Fi,Sorry bro,"smartphone, dual-camera, expandable-memory, touchscreen",Sorry bro,Wireless,Microphone,Sorry bro,12 MP,Smartphone,Gold,Sorry bro,Samsung Galaxy S7;Pre-Installed SIM Card;Wall Charger;USB Cable,No,"March 2, 2016",32 GB,5.5 Inches,4 GB,Sorry bro,Sorry bro,13%,12%,51%,"{'Functionality': {'pos_rev': '54', 'neg_rev': '17', 'tone': 'POSITIVE'}, 'Phone condition': {'pos_rev': '54', 'neg_rev': '17', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '54', 'neg_rev': '17', 'tone': 'POSITIVE'}, 'Design': {'pos_rev': '54', 'neg_rev': '17', 'tone': 'POSITIVE'}, 'Charging capability': {'pos_rev': '54', 'neg_rev': '17', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '54', 'neg_rev': '17', 'tone': 'NEGATIVE'}, 'Durability': {'pos_rev': '54', 'neg_rev': '17', 'tone': 'NEGATIVE'}, 'Signal strength': {'pos_rev': '54', 'neg_rev': '17', 'tone': 'NEGATIVE'}}"
"SAMSUNG Galaxy S23 Ultra Silicone Phone Case, Protective Cover w/Color Variety, Smooth Grip, Soft and Sleek Design, US Version, EF-PS918TGEGUS, Green 6.59 x 3.23 x 0.49 inches",4.3,(468),Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
